case_id,sentence,label
2001_A_234,on these grounds the respondents contended that the suit of the petitioners is misconceived malicious and baseless and is liable to be dismissed.,ARGUMENT
2008_P_8,in view of that statement a submission was made on behalf of the first respondent that it may be permitted to withdraw the petition with liberty to file a fresh petition on the same cause of action.,ARGUMENT
2001_S_1131,presence of semen stain on underwear assuming that the underwear belonged to the accused though there is no evidence adduced in this regard is not by itself an incriminating piece of evidence connecting the accused with the crime in question.,ARGUMENT
2008_P_8,appellant 's counsel appeared on that date and inter alia contended that presently it was the registered owner of the trade mark which was sought to be cancelled.,ARGUMENT
1987_C_108,order was a legislative activity and therefore not subject to any principle of natural justice.,ARGUMENT
2004_C_129,the doctrines of promissory estoppel and legitimate expectation were applicable to the facts of the case.,ARGUMENT
2008_P_8,appellant 's counsel appeared on that date and inter alia contended that presently it was the registered owner of the trade mark which was sought to be cancelled.,ARGUMENT
2015_S_368,referring the decision of the bombay high court in the case of sambappa vs state of maharashtra 2002 scc on line bombay 1222learned counsel submitted that when the sub divisional officer additional collector and additional commissioner had concurrently recorded finding in favour of the appellant by observing that the revenue record is not in consonance with the factual aspect and they have directed to correct the revenue entries in such a case the second revisional authority exceeded its jurisdiction in entertaining the said application and interfering with the finding of fact.,ARGUMENT
2009_S_146,he also submitted that the high court has not given any reason for setting aside the appeal against acquittal which was passed after appreciating the entire evidence on record.,ARGUMENT
2008_S_1411,a tenant having regard to the provisions of the transfer of property act or otherwise having an interest in the property can not be deprived therefrom without following the procedure established by law and without initiation of any proceedings for acquisition of land.,ARGUMENT
2008_S_1411,sub rule 3 of rule 21 of the bombay rules provides for serving of a special notice of at least three clear days upon the person interested in any plot or in any particular area comprised in the scheme before the town planning officer proceeds to deal in detail with the portion of the scheme relating thereto.,STATUTE
1994_M_69,the transfer of property act1882 tp act 111 a lease of immoveable property determines a b c d in case the interests of the lessee and the lessor in the whole of the property become vested at the same time in one person in the same right.,STATUTE
1987_C_108,section 31 of the essential commodities act enables the central government if it is of opinion that it is necessary or expedient so to do for maintaining or increasing supplies of any essential commodity or for securing their equitable distribution and availability at fair price to provide for regulating or prohibiting by order the production supply and distribution thereof and trade and commerce therein.,STATUTE
2000_C_151,sub cl 2 with the courses or programmes and sub cl 3 deals with the power of admissions and sub cl 4 with tuition fees etc and sub cl 5 with the staff and sub cl 6 with the governing body of the private institutions and subcl 7 with other matters.,STATUTE
2000_C_151,sub cl 2 with the courses or programmes and sub cl 3 deals with the power of admissions and sub cl 4 with tuition fees etc and sub cl 5 with the staff and sub cl 6 with the governing body of the private institutions and subcl 7 with other matters.,STATUTE
1987_C_108,it provides that in calculating the amount to be paid for the commodity required to be sold regard is to be had to a the minimum price if any fixed for sugarcane by the central government under this section b the manufacturing cost of sugar c the duty or tax if any paid or payable thereon and d the securing of a reasonable return on the capital employed in the business of manufacturing sugar.,STATUTE
2008_S_1411,i after giving notice in the prescribed manner and in the prescribed form to the persons affected by the scheme define and demarcate the areas allotted to or reserved for any public purpose or for a purpose of the appropriate authority and the final plots ii after giving notice as aforesaid determine in a case in which a final plot is to be allotted to persons in ownership in common the shares of such persons.,STATUTE
2008_S_1411,shall unless it is otherwise determined in such scheme vest absolutely in the appropriate authority free from all encumbrances b all rights in the original plots which have been re constituted into final plots shall determine and the final plots shall become subject to the rights settled by the town planning officer.,STATUTE
1987_M_123,s 3 of the said act gave power to requisition immovable property.,STATUTE
2008_A_260,sub section 2for the words and figures section 20section 25section 27section 28the words figures and brackets section 20sub s 4 of section 25section 28 shall be substituted.,STATUTE
1971_S_1,the facts disclose the commission of the offence of criminal misconduct as defined in section 51d read with section 52 of the prevention of corruption act 1947 by major som nath accused.,STATUTE
1987_M_123,s 6 deals with the power of release from the requisitioning.,STATUTE
2015_S_368,6 revenue officers in division.,STATUTE
2007_S_608,two essential ingredient of section 304 b ipc apart from others are i death of women is caused by any burns or bodily injury or occurs otherwise than under normal circumstances and ii women is subjected to cruelty or harassment by her husband or any relative of her husband for or in connection with any demand for dowry.,STATUTE
1987_M_123,chapter iv of the andhra pradesh act deals with protected tenants and s 34 of the said act provides who is to be considered as a protected tenant and uses the expression that a person shall subject to the provisions of sub ss 2 and 3be deemed to be a protected tenant in respect of the land if he has fulfilled the conditions mentioned in clauses a and b of sub s 1 of s 34 of the said act.,STATUTE
1987_M_123,sub s 2 of s 35 stipulates that a declaration by the tahsildar that the person is deemed to be a protected tenant or in the event of an appeal from the tahsildar 's decision such declaration by the collector on first appeal or by the board of revenue on second appeal shall be conclusive that such person is a protected tenant and his rights as such shall be recorded in the record of right of where there is no record of rights in such village record as may be prescribed.,STATUTE
2011_I_16,s 52 of the 1947 act mandates that any public servant who commits criminal misconduct shall be punishable with imprisonment for a term which shall not be less than one year but which may extend to seven years and shall also be liable to fine.,STATUTE
2008_A_260,sub section 2for the words and figures section 20section 25section 27section 28the words figures and brackets section 20sub s 4 of section 25section 28 shall be substituted.,STATUTE
1994_M_69,the transfer of property act1882 tp act 111 a lease of immoveable property determines a b c d in case the interests of the lessee and the lessor in the whole of the property become vested at the same time in one person in the same right.,STATUTE
1987_M_123,s 35 of the said act deals with decision on claims and stipulates by sub s 1 of s 35 of the said act that if any question arises whether any person and if so what person is deemed under s 34 to be a protected tenant in respect of any land the landholder or any person claiming to be so deemed may within one year from the commencement of the act apply in the prescribed form to the tahsildar for the decision of the question and the tahsildar shall after enquiring into the claim or claims in the manner prescribed declare what person is entitled to be deemed to be protected tenant or as the case may be that no person is so entitled.,STATUTE
2011_I_16,to put it clear in the 1988 act if an offence u s 7 is proved the same is punishable with imprisonment which shall be not less than six months and in the case of section 13it shall not be less than one year.,STATUTE
1963_S_59,b says that persons accused of an offence and persons accused of abetment or of an attempt to commit such offence may also be charged and tried together.,STATUTE
1987_M_123,s 40 of the said act makes rights of protected tenant heritable.,STATUTE
2000_C_151,regulation 8 deals with scrutiny of applications.,STATUTE
2004_C_129,the governor shall make rules for the more convenient transaction of the business of the government of the state and for the allocating among ministers of the said business in so far as it is not business with respect to which the governor is by or under this constitution required to act in his discretion.,STATUTE
1977_P_19,i any bonus other than incentive bonus ii over time earnings and any deduction or payment on account of fines iii any contribution paid or payable by the employer to any pension fund or provident fund or for the benefit of the woman under any law for the time being in force and iv any gratuity payable on the termination of service.,STATUTE
2009_S_146,section 299 and section 300 ipc deals with the definition of culpable homicide and murder respectively.,STATUTE
1987_M_123,s 102 of the said act stipulates that the act shall not apply to certain lands and areas and provides inter alia as follows 102 nothing in this act shall apply to lands leased granted alienated or acquired in favour of or by the central government or the state government a local authority or a cooperative society.,STATUTE
1963_S_59,thus under this provision if the connection between the various offences is established the limitations placed by section 2341 both as regards the number and the period during which the offences are alleged to have been committed will not apply.,STATUTE
2005_S_388,power of court to release certain offenders on probation of good conduct.,STATUTE
1987_M_123,s 37 deals with persons not entitled under s 34 to be deemed in certain circumstances as protected tenants.,STATUTE
2008_S_1411,sub rule 4 makes it imperative upon the town planning officer to give all persons affected by any particular of the scheme sufficient opportunity of stating their views and shall not give any decision till he has duly considered their representations if any.,STATUTE
1963_S_59,again as already stated section 2341 does not override the provisions of section 2351 which permits trial of a person for more offences than one committed during any period provided they are so connected together as to form one transaction.,STATUTE
1963_S_59,1 deals with the trial of a person for offences of the same kind not exceeding three committed within the space of 12 months from the first to the last of such offences and section 231 2 what is meant by the expression offences of the same kind.,STATUTE
1963_S_59,it also permits that charges could be framed against an accused person in the alternative if the court thinks fit.,STATUTE
1963_S_59,section 224 deals with the interpretation of the language of the charge and section 225 with the effect of errors in the charge.,STATUTE
2004_C_129,the governor shall make rules for the more convenient transaction of the business of the government of the state and for the allocating among ministers of the said business in so far as it is not business with respect to which the governor is by or under this constitution required to act in his discretion.,STATUTE
2011_I_16,s 52 of the 1947 act mandates that any public servant who commits criminal misconduct shall be punishable with imprisonment for a term which shall not be less than one year but which may extend to seven years and shall also be liable to fine.,STATUTE
1963_S_59,this provision lifts partially the ban on the trial of a person for more than one offence at the same trial.,STATUTE
2004_I_24,reads as follows nothing in this act shall apply to the employees in an undertaking to whom the fundamental and supplementary rules civil services classification control and appeal rules civil services temporary service rules revised leave rules civil service regulations or any other rules or regulations that may be notified in this behalf by the state government in the official gazette apply.,STATUTE
2007_C_121,notification no 193 ce dated 28 2 1993 was subsequently amended by notification no 5994 dated 1 3 94 para 7 of notification no 193 ce as amended read as under para 7 the exemption contained in this notification shall not apply to the specified goods where a manufacturer affixes the specified goods with a brand name or trade name registered or not of another person who is not eligible for the grant of exemption under this notification.,STATUTE
1963_S_59,section 232 deals with the power of the appellate court or the high court when it discovers that there is material error in the charge.,STATUTE
1987_M_123,s 3 of the said act gave power to requisition immovable property.,STATUTE
1963_S_59,again as already stated section 2341 does not override the provisions of section 2351 which permits trial of a person for more offences than one committed during any period provided they are so connected together as to form one transaction.,STATUTE
2004_C_129,the governor shall make rules for the more convenient transaction of the business of the government of the state and for the allocating among ministers of the said business in so far as it is not business with respect to which the governor is by or under this constitution required to act in his discretion.,STATUTE
1987_M_123,s 8 deals with principles and method of determining compensation either for requisitioning or acquisition of the property and inter alia provides for appointment of an arbitrator in certain contingencies in case there was no agreement for determining compensation.,STATUTE
2014_R_41,no defence witness was examined after the statements of the accused were recorded u s 313 of the criminal procedure code1973.,STATUTE
1987_M_123,s 8 deals with principles and method of determining compensation either for requisitioning or acquisition of the property and inter alia provides for appointment of an arbitrator in certain contingencies in case there was no agreement for determining compensation.,STATUTE
1963_S_59,what value to attach to them is another matter and would be for the court of fact to consider.,STATUTE
1963_S_59,the opening words of the section show that it is an enabling provision and therefore the court has a discretion to avail itself cumulatively of two or more clauses.,STATUTE
1963_S_59,234 235 236 and 239. the first three provisions relate to the framing of charges against a single accused person.,STATUTE
2009_B_16,the copyright act1957 for shortthe act was enacted to amend and consolidate the law relating to copyright.,STATUTE
1987_M_123,s 2r states that the expression protected means a person who is deemed to be a protected tenant under the provisions of the said act.,STATUTE
1963_S_59,thus under this provision if the connection between the various offences is established the limitations placed by section 2341 both as regards the number and the period during which the offences are alleged to have been committed will not apply.,STATUTE
1987_M_123,sub s 2 of s 35 stipulates that a declaration by the tahsildar that the person is deemed to be a protected tenant or in the event of an appeal from the tahsildar 's decision such declaration by the collector on first appeal or by the board of revenue on second appeal shall be conclusive that such person is a protected tenant and his rights as such shall be recorded in the record of right of where there is no record of rights in such village record as may be prescribed.,STATUTE
1963_S_59,thus under this provision if the connection between the various offences is established the limitations placed by section 2341 both as regards the number and the period during which the offences are alleged to have been committed will not apply.,STATUTE
2007_C_121,applying the principle of deemed equivalence we may clarify that if the ssi unit wrongly affixes a trade mark of another person be it registered or not or if it uses the trade mark of an ineligible person then such default would not be eliminated by the above principle of deemed equivalence embodied in s 28 of the trade marks act1999 as that principle is based on a deeming fiction which fiction is confined only to the provisions of the trade marks act.,STATUTE
2009_B_16,the copyright act1957 for shortthe act was enacted to amend and consolidate the law relating to copyright.,STATUTE
2005_S_388,power of court to release certain offenders on probation of good conduct.,STATUTE
1963_S_59,it is under these provisions that the account books of the firms must be held to be relevant.,STATUTE
2009_S_146,section 299 and section 300 ipc deals with the definition of culpable homicide and murder respectively.,STATUTE
1987_M_123,s 40 of the said act makes rights of protected tenant heritable.,STATUTE
1963_S_59,it also permits that charges could be framed against an accused person in the alternative if the court thinks fit.,STATUTE
1987_M_123,sub s 3 of s 40 of the said act provides that if a protected tenant dies without leaving any heirs all his rights shall be so extinguished.,STATUTE
1987_M_123,s 102 of the said act stipulates that the act shall not apply to certain lands and areas and provides inter alia as follows 102 nothing in this act shall apply to lands leased granted alienated or acquired in favour of or by the central government or the state government a local authority or a cooperative society.,STATUTE
2015_S_368,chapter ii deals with the revenue officers their powers and duties.,STATUTE
1963_S_59,the concluding portion of section 239 shows that the provisions contained in the former part of chapter xix shall as far as may be apply to the charges framed with the aid of section 239. does this mean that the provisions of section 233 234 235 and 236 must also be complied with.,STATUTE
1987_M_123,s 5 deals with rights over requisitioned property.,STATUTE
1963_S_59,it could not have been the intention of the legislature to create such a situation.,STATUTE
2000_C_151,regulation 8 deals with scrutiny of applications.,STATUTE
1987_M_123,s 9 deals with the payment of compensation and provides that the amount of compensation payable under an award shall subject to any rules made under that act be paid by a competent authority to the person or persons entitled thereto in such manner and within such time as may be specified in the award.,STATUTE
2006_A_136,it also provides for appointment of one or more custodians for attaching the property of the offenders with a view to prevent diversion of such properties by the offenders.,STATUTE
1963_S_59,what value to attach to them is another matter and would be for the court of fact to consider.,STATUTE
1963_S_59,the concluding portion of section 239 shows that the provisions contained in the former part of chapter xix shall as far as may be apply to the charges framed with the aid of section 239. does this mean that the provisions of section 233 234 235 and 236 must also be complied with.,STATUTE
1995_S_317,2 except as aforesaid no appeal or revision shall lie to any court from any judgment sentence or order including an interlocutory order of a designated court.,STATUTE
2008_C_166,provided that no such appeal shall lie against an interlocutory order or against an order passed in exercise of supervisory jurisdiction u art 227 of the constitution of india.,STATUTE
2007_S_608,two essential ingredient of section 304 b ipc apart from others are i death of women is caused by any burns or bodily injury or occurs otherwise than under normal circumstances and ii women is subjected to cruelty or harassment by her husband or any relative of her husband for or in connection with any demand for dowry.,STATUTE
1963_S_59,226 to 231 deal with the power of the court with regard to framing and altering charges and the procedure to be adopted at the trial where a charge is found to be defective or there is no charge or where a new charge is to be framed.,STATUTE
2008_A_260,every appeal shall be made within three months from the date of the decision order or direction as the case may be of the controller or the central government or within such further time as the appellate board may in accordance with the rules made by it allow.,STATUTE
1996_B_72,bengal in any manner whatsoever to the fisheries in question if they are vested in the state under the provisions of west bengal estates acquisition act1953.,STATUTE
2009_S_146,section 300 ipc however deals with murder although there is no clear definition of murder provided in section 300 ipc.,STATUTE
1987_M_123,s 39 deals with right of protected tenants to exchange lands.,STATUTE
1987_M_123,chapter iv of the andhra pradesh act deals with protected tenants and s 34 of the said act provides who is to be considered as a protected tenant and uses the expression that a person shall subject to the provisions of sub ss 2 and 3be deemed to be a protected tenant in respect of the land if he has fulfilled the conditions mentioned in clauses a and b of sub s 1 of s 34 of the said act.,STATUTE
2015_S_368,6 revenue officers in division.,STATUTE
2009_B_16,the copyright act1957 for shortthe act was enacted to amend and consolidate the law relating to copyright.,STATUTE
2006_A_136,it also provides for appointment of one or more custodians for attaching the property of the offenders with a view to prevent diversion of such properties by the offenders.,STATUTE
1963_S_59,it could not have been the intention of the legislature to create such a situation.,STATUTE
1973_S_68,forfeiture under this section shall be disposed of as the division peishkar may direct.,STATUTE
2004_I_24,i above.,STATUTE
1963_S_59,the concluding portion of section 239 shows that the provisions contained in the former part of chapter xix shall as far as may be apply to the charges framed with the aid of section 239. does this mean that the provisions of section 233 234 235 and 236 must also be complied with.,STATUTE
1963_S_59,the concluding portion of section 239 shows that the provisions contained in the former part of chapter xix shall as far as may be apply to the charges framed with the aid of section 239. does this mean that the provisions of section 233 234 235 and 236 must also be complied with.,STATUTE
1963_S_59,again as already stated section 2341 does not override the provisions of section 2351 which permits trial of a person for more offences than one committed during any period provided they are so connected together as to form one transaction.,STATUTE
1963_S_59,it is under these provisions that the account books of the firms must be held to be relevant.,STATUTE
2008_C_166,provided that no such appeal shall lie against an interlocutory order or against an order passed in exercise of supervisory jurisdiction u art 227 of the constitution of india.,STATUTE
2014_R_41,no defence witness was examined after the statements of the accused were recorded u s 313 of the criminal procedure code1973.,STATUTE
1987_M_123,s 7 authorises the central government where it is of the opinion that it is necessary to do so to acquire requisitioned property.,STATUTE
2008_S_1411,any person affected by the proposal of the town planning scheme is entitled to inspect the scheme in the office where arrangements for explaining the scheme proposals are made.,STATUTE
2004_I_24,reads as follows nothing in this act shall apply to the employees in an undertaking to whom the fundamental and supplementary rules civil services classification control and appeal rules civil services temporary service rules revised leave rules civil service regulations or any other rules or regulations that may be notified in this behalf by the state government in the official gazette apply.,STATUTE
1963_S_59,section 224 deals with the interpretation of the language of the charge and section 225 with the effect of errors in the charge.,STATUTE
1963_S_59,221 to 232 are comprised under the first sub head and sections 233 to 240 in the second.,STATUTE
2008_C_166,provided that no such appeal shall lie against an interlocutory order or against an order passed in exercise of supervisory jurisdiction u art 227 of the constitution of india.,STATUTE
2011_I_16,such relaxation in the form of a proviso has been done away with in the 1988 act.,STATUTE
1987_M_123,s 2r states that the expression protected means a person who is deemed to be a protected tenant under the provisions of the said act.,STATUTE
1987_M_123,s 40 of the said act makes rights of protected tenant heritable.,STATUTE
1963_S_59,234 235 236 and 239. the first three provisions relate to the framing of charges against a single accused person.,STATUTE
2007_C_121,notification no 193 ce dated 28 2 1993 was subsequently amended by notification no 5994 dated 1 3 94 para 7 of notification no 193 ce as amended read as under para 7 the exemption contained in this notification shall not apply to the specified goods where a manufacturer affixes the specified goods with a brand name or trade name registered or not of another person who is not eligible for the grant of exemption under this notification.,STATUTE
2015_S_368,chapter ii deals with the revenue officers their powers and duties.,STATUTE
1963_S_59,1 deals with the trial of a person for offences of the same kind not exceeding three committed within the space of 12 months from the first to the last of such offences and section 231 2 what is meant by the expression offences of the same kind.,STATUTE
2008_S_1411,sub rule 4 makes it imperative upon the town planning officer to give all persons affected by any particular of the scheme sufficient opportunity of stating their views and shall not give any decision till he has duly considered their representations if any.,STATUTE
1987_M_123,s 2r states that the expression protected means a person who is deemed to be a protected tenant under the provisions of the said act.,STATUTE
2009_B_16,the copyright act1957 for shortthe act was enacted to amend and consolidate the law relating to copyright.,STATUTE
2007_C_121,notification no 193 ce dated 28 2 1993 was subsequently amended by notification no 5994 dated 1 3 94 para 7 of notification no 193 ce as amended read as under para 7 the exemption contained in this notification shall not apply to the specified goods where a manufacturer affixes the specified goods with a brand name or trade name registered or not of another person who is not eligible for the grant of exemption under this notification.,STATUTE
1987_M_123,s 2r states that the expression protected means a person who is deemed to be a protected tenant under the provisions of the said act.,STATUTE
1995_S_317,2 except as aforesaid no appeal or revision shall lie to any court from any judgment sentence or order including an interlocutory order of a designated court.,STATUTE
1987_M_123,s 4 of the said act empowers taking possession of requisitioned property.,STATUTE
1963_S_59,234 235 236 and 239. the first three provisions relate to the framing of charges against a single accused person.,STATUTE
1963_S_59,section 233 provides that for every distinct offence of which any person is accused there shall be a separate charge.,STATUTE
1987_M_123,s 39 deals with right of protected tenants to exchange lands.,STATUTE
1963_S_59,the opening words of the section show that it is an enabling provision and therefore the court has a discretion to avail itself cumulatively of two or more clauses.,STATUTE
1987_M_123,the explanation to sub s 3 of s 40 of the said act provides who should be deemed to be the heirs of a protected tenant.,STATUTE
2005_S_388,power of court to release certain offenders on probation of good conduct.,STATUTE
1987_M_123,s 4 of the said act empowers taking possession of requisitioned property.,STATUTE
1963_S_59,226 to 231 deal with the power of the court with regard to framing and altering charges and the procedure to be adopted at the trial where a charge is found to be defective or there is no charge or where a new charge is to be framed.,STATUTE
1987_C_108,section 31 of the essential commodities act enables the central government if it is of opinion that it is necessary or expedient so to do for maintaining or increasing supplies of any essential commodity or for securing their equitable distribution and availability at fair price to provide for regulating or prohibiting by order the production supply and distribution thereof and trade and commerce therein.,STATUTE
1995_S_317,2 except as aforesaid no appeal or revision shall lie to any court from any judgment sentence or order including an interlocutory order of a designated court.,STATUTE
2011_I_16,to put it clear in the 1988 act if an offence u s 7 is proved the same is punishable with imprisonment which shall be not less than six months and in the case of section 13it shall not be less than one year.,STATUTE
2008_C_166,provided that no such appeal shall lie against an interlocutory order or against an order passed in exercise of supervisory jurisdiction u art 227 of the constitution of india.,STATUTE
1963_S_59,section 224 deals with the interpretation of the language of the charge and section 225 with the effect of errors in the charge.,STATUTE
1963_S_59,what value to attach to them is another matter and would be for the court of fact to consider.,STATUTE
1987_C_108,it provides that in calculating the amount to be paid for the commodity required to be sold regard is to be had to a the minimum price if any fixed for sugarcane by the central government under this section b the manufacturing cost of sugar c the duty or tax if any paid or payable thereon and d the securing of a reasonable return on the capital employed in the business of manufacturing sugar.,STATUTE
2008_A_260,every appeal shall be made within three months from the date of the decision order or direction as the case may be of the controller or the central government or within such further time as the appellate board may in accordance with the rules made by it allow.,STATUTE
1994_M_69,the transfer of property act1882 tp act 111 a lease of immoveable property determines a b c d in case the interests of the lessee and the lessor in the whole of the property become vested at the same time in one person in the same right.,STATUTE
1987_M_123,s 36 of the said act deals with the recovery of possession by protected tenant.,STATUTE
2014_R_41,no defence witness was examined after the statements of the accused were recorded u s 313 of the criminal procedure code1973.,STATUTE
2008_S_1411,rules 26 of the rules do not contemplate service of individual notice.,STATUTE
2008_C_166,provided that no such appeal shall lie against an interlocutory order or against an order passed in exercise of supervisory jurisdiction u art 227 of the constitution of india.,STATUTE
2008_S_1411,rules 26 of the rules do not contemplate service of individual notice.,STATUTE
2000_C_151,regulation 8 deals with scrutiny of applications.,STATUTE
1963_S_59,section 233 provides that for every distinct offence of which any person is accused there shall be a separate charge.,STATUTE
1963_S_59,section 232 deals with the power of the appellate court or the high court when it discovers that there is material error in the charge.,STATUTE
2014_R_41,no defence witness was examined after the statements of the accused were recorded u s 313 of the criminal procedure code1973.,STATUTE
2008_A_260,sub section 2for the words and figures section 20section 25section 27section 28the words figures and brackets section 20sub s 4 of section 25section 28 shall be substituted.,STATUTE
2008_S_1411,it prescribes service of notice in form h a copy of the notice in the said form is kept at the office of the town planning officer during office hours.,STATUTE
2004_I_24,reads as follows nothing in this act shall apply to the employees in an undertaking to whom the fundamental and supplementary rules civil services classification control and appeal rules civil services temporary service rules revised leave rules civil service regulations or any other rules or regulations that may be notified in this behalf by the state government in the official gazette apply.,STATUTE
1963_S_59,234 235 236 and 239. the first three provisions relate to the framing of charges against a single accused person.,STATUTE
1987_M_123,subs 4 of s 40 stipulates that the interest of a protected tenant in the land held by him as a protected tenant shall form sixty per cent.,STATUTE
1987_M_123,no order of the tahsildar tribunal or collector or of the board of revenue or government made under this act shall be questioned in any civil or criminal court.,STATUTE
1987_M_123,s 38 of the said act deals with right of protected tenant to purchase land.,STATUTE
1963_S_59,section 2351 however goes a step further and permits the trial of a person for more offences than one if they are so connected together as to form the same transaction.,STATUTE
2008_S_1411,sub rule 4 makes it imperative upon the town planning officer to give all persons affected by any particular of the scheme sufficient opportunity of stating their views and shall not give any decision till he has duly considered their representations if any.,STATUTE
2008_A_260,every appeal shall be made within three months from the date of the decision order or direction as the case may be of the controller or the central government or within such further time as the appellate board may in accordance with the rules made by it allow.,STATUTE
1995_S_317,2 except as aforesaid no appeal or revision shall lie to any court from any judgment sentence or order including an interlocutory order of a designated court.,STATUTE
1987_C_108,it provides that in calculating the amount to be paid for the commodity required to be sold regard is to be had to a the minimum price if any fixed for sugarcane by the central government under this section b the manufacturing cost of sugar c the duty or tax if any paid or payable thereon and d the securing of a reasonable return on the capital employed in the business of manufacturing sugar.,STATUTE
1963_S_59,the opening words of the section show that it is an enabling provision and therefore the court has a discretion to avail itself cumulatively of two or more clauses.,STATUTE
1963_S_59,the opening words of the section show that it is an enabling provision and therefore the court has a discretion to avail itself cumulatively of two or more clauses.,STATUTE
2009_S_146,section 299 and section 300 ipc deals with the definition of culpable homicide and murder respectively.,STATUTE
2004_I_24,by reason of the provisions of the said act application of standard standing orders to undertakings has been provided in terms whereof the matters to be provided in the standard standing orders have been specified.,STATUTE
2008_S_1411,sub rule 5 provides for recording a brief minute setting out the points at issue and the necessary particulars if during the proceedings it appears to the town planning officer that there are conflicting claims or any difference of opinion with regard to any part of the scheme.,STATUTE
2009_S_146,section 300 ipc however deals with murder although there is no clear definition of murder provided in section 300 ipc.,STATUTE
2009_S_146,it has been repeatedly held by this court that culpable homicide is the genus and murder is species and that all murders are culpable homicide but not vice versa.,STATUTE
2008_A_260,sub section 2for the words and figures section 20section 25section 27section 28the words figures and brackets section 20sub s 4 of section 25section 28 shall be substituted.,STATUTE
1973_S_68,forfeiture under this section shall be disposed of as the division peishkar may direct.,STATUTE
1987_M_123,s 36 of the said act deals with the recovery of possession by protected tenant.,STATUTE
1987_C_108,section 33c provides for the ascertainment of the price.,STATUTE
2008_S_1411,it prescribes service of notice in form h a copy of the notice in the said form is kept at the office of the town planning officer during office hours.,STATUTE
2008_S_1411,sub rule 3 of rule 21 of the bombay rules provides for serving of a special notice of at least three clear days upon the person interested in any plot or in any particular area comprised in the scheme before the town planning officer proceeds to deal in detail with the portion of the scheme relating thereto.,STATUTE
2007_B_76,charterers to give owners 15 days notice to probable port of re delivery.,STATUTE
1987_M_123,s 39 deals with right of protected tenants to exchange lands.,STATUTE
1977_P_19,i any bonus other than incentive bonus ii over time earnings and any deduction or payment on account of fines iii any contribution paid or payable by the employer to any pension fund or provident fund or for the benefit of the woman under any law for the time being in force and iv any gratuity payable on the termination of service.,STATUTE
2004_C_129,the governor shall make rules for the more convenient transaction of the business of the government of the state and for the allocating among ministers of the said business in so far as it is not business with respect to which the governor is by or under this constitution required to act in his discretion.,STATUTE
1963_S_59,1 deals with the trial of a person for offences of the same kind not exceeding three committed within the space of 12 months from the first to the last of such offences and section 231 2 what is meant by the expression offences of the same kind.,STATUTE
2004_I_24,the 1961 act was enacted to provide for rules defining with sufficient precision in certain matters the conditions of employment of employees in undertakings in the state of madhya pradesh.,STATUTE
1987_M_123,s 9 deals with the payment of compensation and provides that the amount of compensation payable under an award shall subject to any rules made under that act be paid by a competent authority to the person or persons entitled thereto in such manner and within such time as may be specified in the award.,STATUTE
1963_S_59,it also permits that charges could be framed against an accused person in the alternative if the court thinks fit.,STATUTE
1987_M_123,the explanation to sub s 3 of s 40 of the said act provides who should be deemed to be the heirs of a protected tenant.,STATUTE
1987_M_123,s 36 of the said act deals with the recovery of possession by protected tenant.,STATUTE
1963_S_59,it also permits that charges could be framed against an accused person in the alternative if the court thinks fit.,STATUTE
1963_S_59,b says that persons accused of an offence and persons accused of abetment or of an attempt to commit such offence may also be charged and tried together.,STATUTE
1977_P_19,i any bonus other than incentive bonus ii over time earnings and any deduction or payment on account of fines iii any contribution paid or payable by the employer to any pension fund or provident fund or for the benefit of the woman under any law for the time being in force and iv any gratuity payable on the termination of service.,STATUTE
1971_S_1,the facts disclose the commission of the offence of criminal misconduct as defined in section 51d read with section 52 of the prevention of corruption act 1947 by major som nath accused.,STATUTE
1987_M_123,sub s 3 of s 40 of the said act provides that if a protected tenant dies without leaving any heirs all his rights shall be so extinguished.,STATUTE
1987_M_123,s 2r states that the expression protected means a person who is deemed to be a protected tenant under the provisions of the said act.,STATUTE
1987_M_123,s 38 of the said act deals with right of protected tenant to purchase land.,STATUTE
1987_M_123,s 39 deals with right of protected tenants to exchange lands.,STATUTE
1987_C_108,it provides that in calculating the amount to be paid for the commodity required to be sold regard is to be had to a the minimum price if any fixed for sugarcane by the central government under this section b the manufacturing cost of sugar c the duty or tax if any paid or payable thereon and d the securing of a reasonable return on the capital employed in the business of manufacturing sugar.,STATUTE
2011_S_308,the object of this bill is to provide that a local government shall not declare u s 6 of the act that any land is needed for a public purpose unless time has been allowed after the notification u s 4 for persons interested in the land to put in objections and for such objections to be considered by the local government.,STATUTE
2014_R_41,no defence witness was examined after the statements of the accused were recorded u s 313 of the criminal procedure code1973.,STATUTE
2009_S_146,section 300 ipc however deals with murder although there is no clear definition of murder provided in section 300 ipc.,STATUTE
1987_M_123,sub s 2 of s 35 stipulates that a declaration by the tahsildar that the person is deemed to be a protected tenant or in the event of an appeal from the tahsildar 's decision such declaration by the collector on first appeal or by the board of revenue on second appeal shall be conclusive that such person is a protected tenant and his rights as such shall be recorded in the record of right of where there is no record of rights in such village record as may be prescribed.,STATUTE
2007_S_608,two essential ingredient of section 304 b ipc apart from others are i death of women is caused by any burns or bodily injury or occurs otherwise than under normal circumstances and ii women is subjected to cruelty or harassment by her husband or any relative of her husband for or in connection with any demand for dowry.,STATUTE
1987_M_123,s 8 deals with principles and method of determining compensation either for requisitioning or acquisition of the property and inter alia provides for appointment of an arbitrator in certain contingencies in case there was no agreement for determining compensation.,STATUTE
